CustomerID,Count,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,JoinDate,SubscriptionAgeMonths,LastActivityDate,ChurnDate,SatisfactionScore,SupportTickets,ComplaintCount,NPSScore,CustomerSegment
6286-SUUWT,1,United States,California,Arnold,95223,"38.32153, -120.236358",38.32153,-120.236358,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,19.95,No,0,21,5916,,2021-01-17 19:13:18,48,2025-08-07 19:13:18,,8,1,1,25,Basic
4819-HJPIW,1,United States,California,Avery,95224,"38.208336, -120.339938",38.208336,-120.339938,Male,No,No,No,18,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,476.8,No,0,31,2675,,2021-12-08 11:29:01,37,2022-02-15 11:29:01,,10,3,1,65,Basic
8654-DHAOW,1,United States,California,Burson,95225,"38.183918, -120.898817",38.183918,-120.898817,Female,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,101.65,No,0,27,3527,,2024-07-22 20:15:15,5,2025-07-28 20:15:15,,10,3,0,28,Standard
5438-QMDDL,1,United States,California,Campo Seco,95226,"38.233879, -120.861666",38.233879,-120.861666,Female,No,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,No,0,32,3652,,2021-11-10 08:12:42,38,2022-09-13 08:12:42,,7,5,2,53,Standard
9812-GHVRI,1,United States,California,Clements,95227,"38.227285, -121.02789",38.227285,-121.02789,Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,No,0,31,4294,,2019-03-15 07:19:21,70,2019-08-14 07:19:21,,6,0,0,87,Standard
5553-AOINX,1,United States,California,Copperopolis,95228,"37.943954, -120.67108",37.943954,-120.67108,Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,6891.45,No,0,48,4892,,2020-03-24 01:02:35,58,2025-02-22 01:02:35,,7,2,2,99,Premium
1228-ZLNBX,1,United States,California,Farmington,95230,"37.956963, -120.863055",37.956963,-120.863055,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,1570.7,No,0,50,2847,,2019-07-30 23:32:05,66,2023-02-16 23:32:05,,10,2,1,38,Standard
4226-KKDON,1,United States,California,French Camp,95231,"37.873283, -121.292034",37.873283,-121.292034,Male,No,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,520.95,No,0,60,3804,,2021-07-09 14:43:27,42,2022-01-27 14:43:27,,9,0,0,56,Standard
3831-YCPUO,1,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,No,0,55,6419,,2023-05-17 10:15:48,19,2026-08-07 10:15:48,,8,3,0,24,Premium
7445-WMRBW,1,United States,California,Hathaway Pines,95233,"38.184914, -120.364085",38.184914,-120.364085,Female,No,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,3581.4,No,0,29,4740,,2023-10-15 12:32:45,14,2023-12-08 12:32:45,,7,3,2,61,Standard
3308-DGHKL,1,United States,California,Linden,95236,"38.047746, -121.030499",38.047746,-121.030499,Male,No,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.3,1447.9,No,0,63,5028,,2022-01-26 22:57:40,35,2025-09-12 22:57:40,,8,4,2,68,Basic
9924-JPRMC,1,United States,California,Lockeford,95237,"38.166791, -121.14207",38.166791,-121.14207,Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,8547.15,No,0,55,4886,,2022-09-01 11:32:26,28,2023-08-21 11:32:26,,6,4,1,66,Premium
0080-EMYVY,1,United States,California,Lodi,95240,"38.123544, -121.159078",38.123544,-121.159078,Female,No,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,727.85,No,0,57,4298,,2021-10-30 02:16:47,38,2025-07-18 02:16:47,,10,4,2,43,Standard
6218-KNUBD,1,United States,California,Lodi,95242,"38.128087, -121.4078",38.128087,-121.4078,Male,No,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,357.6,No,0,54,2393,,2020-08-19 08:27:34,53,2024-04-26 08:27:34,,8,5,1,37,Standard
7337-CINUD,1,United States,California,Mokelumne Hill,95245,"38.304194, -120.592431",38.304194,-120.592431,Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,159.35,No,0,35,5206,,2024-04-21 23:11:11,8,2025-06-09 23:11:11,,8,2,0,99,Basic
7609-NRNCA,1,United States,California,Mountain Ranch,95246,"38.264262, -120.515133",38.264262,-120.515133,Female,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.55,280.85,No,0,42,4947,,2024-06-15 15:48:54,6,2028-03-04 15:48:54,,6,0,1,32,Basic
0623-EJQEG,1,United States,California,Murphys,95247,"38.147852, -120.440124",38.147852,-120.440124,Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,6069.25,No,0,76,5774,,2023-12-13 19:56:12,12,2027-09-19 19:56:12,,7,0,2,44,Premium
7153-CHRBV,1,United States,California,San Andreas,95249,"38.196497, -120.61689",38.196497,-120.61689,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,3274.35,No,0,38,6287,,2020-06-01 17:55:29,55,2023-02-05 17:55:29,,10,0,1,36,Standard
6198-PNNSZ,1,United States,California,Valley Springs,95252,"38.156971, -120.849231",38.156971,-120.849231,Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,6109.65,No,0,77,5648,,2020-07-09 13:30:40,54,2024-12-10 13:30:40,,8,0,0,27,Premium
3317-VLGQT,1,United States,California,Wallace,95254,"38.192608, -120.957842",38.192608,-120.957842,Female,No,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,1122.4,No,0,68,3157,,2024-11-23 20:10:30,1,2026-01-28 20:10:30,,6,2,2,53,Standard
4132-POCZS,1,United States,California,West Point,95255,"38.41935, -120.469545",38.41935,-120.469545,Male,No,Yes,No,52,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.9,2020.9,No,0,54,6371,,2022-12-17 07:26:58,24,2027-08-19 07:26:58,,8,1,1,80,Basic
5614-DNZCE,1,United States,California,Wilseyville,95257,"38.392686, -120.415951",38.392686,-120.415951,Female,No,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.9,3795.45,No,0,57,5040,,2020-07-08 16:00:49,54,2022-12-07 16:00:49,,10,5,1,100,Standard
3896-RCYYE,1,United States,California,Atwater,95301,"37.321233, -120.656354",37.321233,-120.656354,Female,No,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,3579.15,No,0,37,5990,,2023-01-29 15:29:59,23,2023-09-26 15:29:59,,6,1,1,65,Standard
9638-JIQYA,1,United States,California,Ballico,95303,"37.4695, -120.672724",37.4695,-120.672724,Male,No,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,49.7,No,0,41,4033,,2020-09-02 08:10:44,52,2025-06-10 08:10:44,,9,0,1,84,Basic
3258-SANFR,1,United States,California,Big Oak Flat,95305,"37.818589, -120.256995",37.818589,-120.256995,Male,Yes,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,276.5,No,0,30,4270,,2021-10-22 04:52:19,38,2022-07-08 04:52:19,,7,5,0,73,Basic
3726-TBHQT,1,United States,California,Catheys Valley,95306,"37.394411, -120.127262",37.394411,-120.127262,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.0,8175.9,No,0,23,5600,,2021-02-06 02:10:58,47,2021-05-17 02:10:58,,10,0,0,84,Premium
3190-ITQXP,1,United States,California,Ceres,95307,"37.553469, -120.952825",37.553469,-120.952825,Female,No,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.25,890.35,No,0,58,3879,,2023-05-21 02:58:17,19,2025-03-16 02:58:17,,8,3,0,72,Basic
4833-QTJNO,1,United States,California,Coulterville,95311,"37.722127, -120.110174",37.722127,-120.110174,Male,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,5588.8,No,0,49,5261,,2019-07-25 22:05:34,66,2024-03-19 22:05:34,,8,2,1,84,Standard
3039-MJSLN,1,United States,California,Cressey,95312,"37.420273, -120.66527",37.420273,-120.66527,Male,No,No,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.2,50.6,No,0,46,3594,,2020-10-03 17:45:26,51,2025-05-24 17:45:26,,7,3,1,53,Basic
0178-CIIKR,1,United States,California,Crows Landing,95313,"37.435664, -121.049056",37.435664,-121.049056,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58,No,0,74,5949,,2020-07-30 21:22:51,53,2023-06-21 21:22:51,,9,0,0,78,Basic
5774-QPLTF,1,United States,California,El Nido,95317,"37.127386, -120.506422",37.127386,-120.506422,Male,No,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.35,938.95,No,0,71,6391,,2024-06-13 08:40:14,6,2025-05-28 08:40:14,,10,3,2,88,Basic
2322-VCZHZ,1,United States,California,El Portal,95318,"37.654551, -119.822984",37.654551,-119.822984,Male,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,2024.1,No,0,50,4999,,2024-10-09 08:59:19,2,2025-01-05 08:59:19,,10,0,2,23,Standard
5010-IPEAQ,1,United States,California,Escalon,95320,"37.818543, -121.006907",37.818543,-121.006907,Female,No,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.2,3623.95,No,0,58,5261,,2020-10-28 18:28:06,50,2024-05-14 18:28:06,,7,5,2,54,Standard
6383-ZTSIW,1,United States,California,Gustine,95322,"37.147198, -121.120161",37.147198,-121.120161,Female,Yes,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,3877.95,No,0,22,4599,,2019-08-05 12:20:12,65,2020-03-05 12:20:12,,7,5,2,51,Premium
8990-YOZLV,1,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926,-120.69955,Female,No,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,66.9,4577.9,No,0,68,5059,,2024-01-06 19:15:10,12,2025-12-28 19:15:10,,8,1,1,24,Standard
3069-SSVSN,1,United States,California,Hilmar,95324,"37.394536, -120.890747",37.394536,-120.890747,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85,No,0,55,4467,,2022-05-17 22:08:21,31,2027-02-04 22:08:21,,9,0,0,68,Basic
5222-IMUKT,1,United States,California,Hornitos,95325,"37.479926, -120.230424",37.479926,-120.230424,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,2871.5,No,0,80,2716,,2023-04-13 07:04:56,20,2025-02-20 07:04:56,,9,1,0,60,Premium
6685-XSHHU,1,United States,California,Keyes,95328,"37.555631, -120.911653",37.555631,-120.911653,Male,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.95,1270.55,No,0,51,4425,,2024-06-21 06:21:55,6,2028-12-29 06:21:55,,8,4,2,66,Basic
8901-UPRHR,1,United States,California,La Grange,95329,"37.666587, -120.411517",37.666587,-120.411517,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.2,7711.45,No,0,68,6130,,2024-09-12 13:46:12,3,2027-02-24 13:46:12,,10,0,1,79,Premium
0118-JPNOY,1,United States,California,Le Grand,95333,"37.249377, -120.249581",37.249377,-120.249581,Female,Yes,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,2193.65,No,0,46,5700,,2019-06-01 04:45:37,68,2022-09-29 04:45:37,,7,4,1,99,Standard
3845-FXCYS,1,United States,California,Long Barn,95335,"38.109125, -120.078597",38.109125,-120.078597,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.65,31.2,No,0,26,4841,,2022-05-07 15:04:04,32,2024-03-29 15:04:04,,8,1,0,71,Basic
5857-XRECV,1,United States,California,Manteca,95336,"37.830267, -121.201018",37.830267,-121.201018,Female,No,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,38.25,No,0,47,4486,,2023-12-17 13:02:33,12,2027-05-23 13:02:33,,10,4,0,94,Basic
0725-CXOTM,1,United States,California,Manteca,95337,"37.750822, -121.238423",37.750822,-121.238423,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,3348.1,No,0,68,4844,,2023-03-12 01:53:28,22,2028-01-22 01:53:28,,8,3,1,42,Standard
4343-EJVQB,1,United States,California,Mariposa,95338,"37.526791, -119.99437",37.526791,-119.99437,Male,No,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,533.6,No,0,51,2463,,2024-10-21 23:48:25,2,2029-05-26 23:48:25,,8,5,0,52,Standard
9000-PLFUZ,1,United States,California,Merced,95340,"37.255637, -120.493537",37.255637,-120.493537,Female,Yes,Yes,No,60,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,2907.55,No,0,61,4277,,2021-12-29 05:27:58,36,2022-06-28 05:27:58,,9,4,0,86,Basic
3427-GGZZI,1,United States,California,Midpines,95345,"37.581496, -119.972762",37.581496,-119.972762,Female,No,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,1620.8,No,0,66,3624,,2020-05-30 00:01:46,55,2024-07-14 00:01:46,,7,3,0,66,Standard
7779-ORAEL,1,United States,California,Mi Wuk Village,95346,"38.121601, -120.133915",38.121601,-120.133915,Male,Yes,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,3480.35,No,0,52,5837,,2023-01-10 10:53:15,24,2027-02-01 10:53:15,,8,1,2,67,Standard
0644-OQMDK,1,United States,California,Merced,95348,"37.40122, -120.514191",37.40122,-120.514191,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,293.85,No,0,34,4510,,2022-05-28 09:25:54,31,2023-07-25 09:25:54,,7,3,1,29,Standard
3154-CFSZG,1,United States,California,Modesto,95351,"37.621458, -121.012295",37.621458,-121.012295,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,4137.2,No,0,78,3291,,2024-12-18 14:10:56,0,2026-05-24 14:10:56,,8,3,2,96,Premium
2220-IAHLS,1,United States,California,Modesto,95356,"37.716186, -121.025836",37.716186,-121.025836,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.4,19.4,No,0,21,5566,,2021-10-14 16:15:31,39,2023-12-07 16:15:31,,9,3,1,42,Basic
1658-XUHBX,1,United States,California,Modesto,95357,"37.670526, -120.877572",37.670526,-120.877572,Female,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,5348.65,No,0,21,6492,,2021-04-18 04:10:13,45,2021-07-05 04:10:13,,10,1,2,24,Standard
2378-HTWFW,1,United States,California,Newman,95360,"37.343846, -121.039391",37.343846,-121.039391,Male,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,3180.5,No,0,35,5527,,2023-05-31 02:03:20,19,2028-02-06 02:03:20,,10,1,1,99,Premium
4377-VDHYI,1,United States,California,Patterson,95363,"37.410236, -121.320337",37.410236,-121.320337,Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,3023.85,No,0,80,2722,,2021-04-20 03:38:59,45,2024-04-21 03:38:59,,6,0,1,94,Premium
3719-TDVQB,1,United States,California,Ripon,95366,"37.750778, -121.13238",37.750778,-121.13238,Female,Yes,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.95,1031.1,No,0,28,5548,,2019-08-05 04:48:04,65,2021-01-14 04:48:04,,9,4,2,52,Basic
0201-MIBOL,1,United States,California,Salida,95368,"37.713152, -121.08739",37.713152,-121.08739,Female,Yes,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,6471.85,No,0,69,4861,,2024-11-05 20:55:38,1,2027-08-22 20:55:38,,10,3,0,67,Premium
4937-QPZPO,1,United States,California,Snelling,95369,"37.521708, -120.426843",37.521708,-120.426843,Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,6241.35,No,0,31,5641,,2022-09-28 20:37:40,27,2022-11-04 20:37:40,,9,1,2,88,Premium
2925-VDZHY,1,United States,California,Sonora,95370,"37.982716, -120.343732",37.982716,-120.343732,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,6501.35,No,0,46,4641,,2019-02-14 16:51:07,71,2022-11-20 16:51:07,,8,3,1,81,Standard
6981-TDRFT,1,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821,Male,No,Yes,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,No,0,39,3423,,2024-11-04 07:49:02,1,2025-11-20 07:49:02,,7,5,1,63,Standard
3413-CSSTH,1,United States,California,Stevinson,95374,"37.316807, -120.855753",37.316807,-120.855753,Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,2237.55,No,0,26,5590,,2022-11-18 03:29:47,25,2027-01-05 03:29:47,,7,4,2,40,Standard
8033-VCZGH,1,United States,California,Tracy,95376,"37.680968, -121.446049",37.680968,-121.446049,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,5231.3,No,0,42,4363,,2023-01-05 22:44:41,24,2024-08-09 22:44:41,,9,2,0,25,Premium
0224-NIJLP,1,United States,California,Turlock,95380,"37.474396, -120.875917",37.474396,-120.875917,Male,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,165.5,No,0,32,3899,,2019-07-12 21:17:03,66,2023-12-04 21:17:03,,8,3,1,62,Basic
7542-CYDDM,1,United States,California,Turlock,95382,"37.529656, -120.854357",37.529656,-120.854357,Male,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,358.5,No,0,22,4204,,2019-06-28 17:26:41,67,2021-07-25 17:26:41,,7,4,1,77,Basic
4718-WXBGI,1,United States,California,Twain Harte,95383,"38.107441, -120.230625",38.107441,-120.230625,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,6614.9,No,0,30,4403,,2022-10-21 14:33:31,26,2024-06-21 14:33:31,,8,0,2,70,Premium
8495-PRWFH,1,United States,California,Waterford,95386,"37.669516, -120.626964",37.669516,-120.626964,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,2421.75,No,0,80,5831,,2021-05-25 02:43:19,43,2021-08-10 02:43:19,,9,0,2,62,Standard
0439-IFYUN,1,United States,California,Westley,95387,"37.546007, -121.28257",37.546007,-121.28257,Female,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,1294.6,No,0,62,3896,,2023-06-28 05:38:14,18,2024-02-13 05:38:14,,9,4,1,38,Standard
5716-LIBJC,1,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,Female,No,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No,0,33,2810,,2024-10-02 21:08:46,3,2027-07-24 21:08:46,,6,2,2,28,Premium
2868-LLSKM,1,United States,California,Yosemite National Park,95389,"37.704267, -119.607001",37.704267,-119.607001,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,5733.4,No,0,43,5958,,2021-10-26 21:54:49,38,2025-10-29 21:54:49,,9,1,2,37,Standard
2988-QRAJY,1,United States,California,Santa Rosa,95403,"38.488431, -122.752839",38.488431,-122.752839,Male,No,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,7430.75,No,0,30,5798,,2020-09-23 13:17:55,52,2021-02-28 13:17:55,,7,4,1,59,Premium
0071-NDAFP,1,United States,California,Santa Rosa,95405,"38.439696, -122.668817",38.439696,-122.668817,Male,No,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.5,630.6,No,0,65,5230,,2022-12-08 16:16:17,25,2023-08-04 16:16:17,,10,3,1,54,Basic
7328-ZJAJO,1,United States,California,Santa Rosa,95409,"38.468893, -122.580539",38.468893,-122.580539,Female,No,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5,1222.65,No,0,64,4579,,2023-01-26 17:09:45,23,2026-11-22 17:09:45,,6,2,2,42,Basic
6458-CYIDZ,1,United States,California,Albion,95410,"39.225694, -123.717354",39.225694,-123.717354,Female,Yes,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7,374.8,No,0,51,3468,,2024-09-01 23:35:58,4,2028-12-08 23:35:58,,6,4,0,65,Standard
1090-PYKCI,1,United States,California,Boonville,95415,"39.025867, -123.381544",39.025867,-123.381544,Female,No,Yes,Yes,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),105.1,7234.8,No,0,27,4686,,2020-08-10 11:59:29,53,2023-09-04 11:59:29,,10,5,0,81,Premium
3058-WQDRE,1,United States,California,Branscomb,95417,"39.710591, -123.682799",39.710591,-123.682799,Male,No,No,No,13,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.15,331.85,No,0,53,4943,,2020-04-06 05:51:41,57,2022-02-17 05:51:41,,6,5,0,37,Basic
2279-AXJJK,1,United States,California,Cazadero,95421,"38.578807, -123.19338",38.578807,-123.19338,Male,No,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.65,5088.4,No,0,45,4465,,2020-05-02 11:57:49,56,2024-12-30 11:57:49,,6,2,2,45,Premium
0909-SELIE,1,United States,California,Clearlake Oaks,95423,"39.07116, -122.598542",39.07116,-122.598542,Male,No,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),80.8,4860.85,No,0,72,4302,,2020-12-01 11:44:57,49,2022-06-17 11:44:57,,10,4,2,64,Standard
3417-TSCIC,1,United States,California,Cloverdale,95425,"38.801936, -122.938935",38.801936,-122.938935,Male,No,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,0,49,4161,,2020-06-04 01:49:50,55,2022-07-06 01:49:50,,7,1,2,87,Basic
1042-HFUCW,1,United States,California,Cobb,95426,"38.838088, -122.73203",38.838088,-122.73203,Female,No,No,Yes,25,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.75,1266.35,No,0,50,5136,,2023-05-28 13:43:27,19,2027-06-10 13:43:27,,6,5,1,39,Standard
6537-OTKMY,1,United States,California,Covelo,95428,"39.83307, -123.178765",39.83307,-123.178765,Male,No,No,No,15,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75,688.2,No,0,63,5091,,2019-06-07 14:40:56,67,2022-06-30 14:40:56,,7,4,2,93,Standard
8999-EXMNO,1,United States,California,Dos Rios,95429,"39.756049, -123.358701",39.756049,-123.358701,Female,No,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,No,0,26,4246,,2020-07-27 13:37:47,53,2024-01-14 13:37:47,,9,1,0,62,Basic
6725-TPKJO,1,United States,California,Duncans Mills,95430,"38.445603, -123.063756",38.445603,-123.063756,Male,No,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,845.25,No,0,41,2798,,2023-11-02 07:24:38,14,2024-10-16 07:24:38,,7,2,2,58,Basic
7162-WPHPM,1,United States,California,Elk,95432,"39.108252, -123.645121",39.108252,-123.645121,Male,No,Yes,Yes,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),71.6,4230.25,No,0,49,4747,,2020-10-24 11:22:36,50,2025-07-18 11:22:36,,6,2,2,59,Standard
